CONTENT;
MEPs have a crucial role to play in achieving #NetZero by 2050 and must act today to address emissions across the entire lifecycle of buildings. Find out how in the new @WorldGBC report https://t.co/ceZwg4Hw2K #AdvancingNetZero #BuildingLife #WGBW2019 #GreenNewDeal ?????? https://t.co/SLlMPIdQWh;
“We have done our homework, it is time for you to do yours now” Great speech by Clara Sammaritano, a youth climate activist at #Green10 European Parliament reception! #EuropeanGreenDeal  @WWFEU @GreensEFA @groen https://t.co/FLIQM6HmOt;
#BiodiversityLoss is a global emergency on par with #ClimateChange.  Existing policies – if better implemented – could help bring the EU closer to addressing both crises simultaneously.  What are they? ?? https://t.co/SDElYXkyLD  #NatureBasedSolutions #EUClimateAction https://t.co/Rdj9oMJK9j;
The new #fertilizer regulation is a good step to level the playground for recycled #nutrients but as we need a #systemicchange, polishing linear regulation is not enough, points @spietikainen ! Fully agree! #SuMaNu #edsce19 #EU2019FI #NutrientCycling #BalticSea #climate https://t.co/m28oXAbX0h;
Can #architecture be a driver for a sustainable future? Looking forward to the panel discussion with @CiaranCuffe opening by @spietikainen @Europarl_EN tomorrow afternoon #quality #climatechange https://t.co/jX1MnfmHlV;
"The impact of #climatechange on #Arctic goes beyond the agony of polar bears.  70% of its infrastructure could be destabilized by 2050. We need to protect biodiversity &amp; ecosystems to beat climate change.  We have the tools, let's use them!  https://t.co/JQW09jUGuN #EUArcticForum https://t.co/fyb1zH3rnI";
"Open letter by 70 NGOs to @EIB: https://t.co/fD65j06l1W  You need to stand firm &amp; get out of #FossilFuels  For @EIB to become the 'European climate bank' &amp; align with #ParisAgreement by end 2020, no time left 4 #BusinessAsUsual  @EU_Commission needs to support a #fossilfuels ban https://t.co/IdDseiV9tv";
'@spietikainen presents her top-tree points for achiening  #climateneutrality in industry: 1) raise the bar in circular economy, 2) rely on science based evidence, 3) make it holistic - not enough to look only climate impact but also broader environmental impacts. https://t.co/9GrRP8PgF7';
"'@spietikainen sends a message to participants of Climate Summit Helsinki: ""If you wish more #ClimateAction from politicians, you must lobby harder for the #ClimateSolution's - still 80% of the people contacting politicians are trying to block climate policies!  #carbonneutrality https://t.co/zXVywfVPc2'";
Panel in @CLC_fi event: business is with us but EU countries are divided. @spietikainen and others asking for climate positive lobbying. #climateneutrality;
Denialismin monet kasvot.  Ihmiset, jotka tuntevat menettävänsä asemaansa yhteiskunnassa ja haluavat säilyttää nykytilan, helpommin kieltävät #ilmastonmuutos’ksen.  Onneksi denialisteja koko ajan vähemmän: hyviä perusteluja alkaa olla vaikea löytää.   https://t.co/8KKjOO33ZE;
”A shift to a biodiversity-based civilization is now a survival imperative.”  Siirtyminen elonkirjoon pohjautuvaan kulttuuriin on pakko, jos haluamme selvitä.   Lukekaa. Varsinkin jos sitä mieltä että nykysysteemillä pärjätään hyvin. #CarbonAction #maatalous #ruokajärjestelmä https://t.co/BLtFOBdRsG;
A carbon price floor among the biggest polluting countries could cut global emissions of carbon by 35% in 2030. See in the #FiscalMonitor how countries can cooperate to increase carbon prices. https://t.co/zm6K4DN18u https://t.co/kXqwKgPFO0;
"“The world faces two existential crises, developing with terrifying speed: climate breakdown and ecological breakdown,”  “Neither is being addressed with the urgency needed to prevent our life-support systems from spiralling into collapse.""  #ClimateChange https://t.co/qTWlGZBVva";
Climate change could be the biggest game changer in our society: an issue which goes beyond environment and poses a threat to our national security, says @MiddendorpTom from @IMCCS_, speaking at @GLOBE_EU event on sustainability in the EU #circulareconomy https://t.co/qBXiApVsax;
.@MiddendorpTom from @IMCCS_ says #GlobalWarming is also a security issue: lack to fresh water, extreme weather etc. increases migration, terror and civil war risks. #Security #Migration #Water #GlobalWarming #Drought #ClimateChange #EUdefense #TheStateOfPlay https://t.co/MUtbl9TqOZ;
GLOBE Conference in EP #SDGs in Europe “This is a concrete and existential threat to humanity, our very existence” Tom Middendorp Int. Military Council on Climate and Security ?@IMCCS_? #ESPAS19 ?@ClubOfRome? ?@spietikainen? @EUEnvironment? #EUStaff4Climate https://t.co/FBbzbxi2AU;
A global group of 415 investors managing $32 trillion in assets are warning that ignoring action against climate change could cause permanent economic damage up to four times the size of the 2008 financial crisis.  #ActOnClimate #KeepItInTheGround https://t.co/VejYdgfkNv;
Hot topic of the week is #GreenFinance. Two days packed with #sustainability, #climatechange, #taxonomy and more. On stage for example @ollirehn, @MikaLintila, @MarjaNykanen, @alexstubb, @spietikainen, @LMorttinen.  Heavy stuff. Follow us online!??https://t.co/XrNKJWCd6f;
Yle-pomon päivän näkemykset näyttäytyvät jälkeenjääneiltä BBC:n ilmoituksen rinnalla:  BBC admits ‘we get climate change coverage wrong too often’  Briefing sent to editorial staff on global warming says ‘you do not need a denier to balance the debate https://t.co/0kkeUjzbdc;
In #susttransition it’s time to move from linear thinking:the challenge is growing exponentially. We also need to go beyond carbon: green is more than climate. Better get investments right at once #taxonomy #greenfinance #circulareconomy Kiitos paneelista @EU2019FI @SuomenPankki https://t.co/sVUmaNrXhJ;
Panel discussion on #EU #taxonomy is #live right now at the Greener Finance for Sustainable Future Conference: https://t.co/HcpitOXUe5  Still coming today: ? 15:45-17:00 Panel on #GreenInvesting ? 17:00-17:15 Conclusions   #GreenFinance #Finance #Climate https://t.co/uvn1lXyDLR;
In #susttransition it’s time to move from linear thinking:the challenge is growing exponentially. We also need to go beyond carbon: green is more than climate. Better get investments right at once #taxonomy #greenfinance #circulareconomy Kiitos paneelista @EU2019FI @SuomenPankki https://t.co/sVUmaNrXhJ;
A panel discussion on EU #taxonomy with @spietikainen, Mika Anttonen, Nathan Fabian, @KKeitaanniemi and Jochen Krimphoff going right now. Follow the discussion live: https://t.co/GTBHHFrMsX #GreenFinance #climatechange #climate https://t.co/IoEUCAgReN;
.@spietikainen on #Taxonomy panel: Climate change is a systemic challenge. Security risks may emerge before environmental problems. We have about ten years to act. #GreenFinance;
Air pollution kills 4,200,000 people each year, and leads to billions lost in medical expenses and missed work, says @WHO.  Here's why cleaning up our air makes economic sense https://t.co/IoubEzjtCA;
The European Parliament has become the latest in a string of institutions, cities and countries to declare a #ClimateEmergency - the Oxford Word of the Year 2019.  And there has been a 266% rise in the usage of the word #ClimateAction over the past year: https://t.co/O6vAXbLcU9 https://t.co/ARtyq20NDJ;
Planting billions (or even trillions) of trees isn’t quite the climate panacea it might seem. A guide to the carbon sucking tech we need to save the planet: https://t.co/8XGTNZRUMa #ClimateDebate;
Euroopan parlamentti julisti ilmasto- ja ympäristöhätätilan ja vaatii komissiota varmistamaan, että lainsäädäntöesitykset ovat Pariisin sopimuksen tavoitteen mukaisia. #ilmastokriisi;
"'@vonderleyen Temperatures expected to rise by 3.2C this century under current national pledges, threatening to bringing “wide-ranging and destructive climate impacts"" says @UNEP.   We need the #EUtaxonomy to align policy and business objectives on Triple Bottom Line. https://t.co/yaEy8Nx4ev https://t.co/s0AxaLmnPO'";
As MEPs debate #ClimateChange in @EU_Parl we remind them of the crucial need to address the TOTAL carbon impact of the buildings sector. Find out why this is so important now more than ever???? https://t.co/EoGvP7oClf https://t.co/UnjKfZ2VxD;
Losses from disasters cost the insurance industry $144bn in 2017. How will it adapt to the worsening impact of climate change? https://t.co/V46eEpRuXh https://t.co/WsVj5wtw11;
"Ahead of next week's #EmissionsGap Report, #ProductionGap Report finds that the world is on track to produce far more coal, oil &amp; gas than would be consistent with limiting warming to 1.5°C or 2°C.  This makes #ClimateAction goals much harder to reach: https://t.co/xED8xd05rR https://t.co/vUGpK83uSH";
Every year, the world's five largest publicly owned oil and gas companies spend approximately $200 million on lobbying designed to control, delay or block binding climate-motivated policy.  This is about the people vs. the elites.  #KeepItInTheGround https://t.co/nQUgIyRsWs;
"Scientists’ climate gap is narrowing !   ”Drastically change your lifestyle;  become an activist;  vote into power a government that will walk the walk on climate change, not just talk the talk.  Or – preferably – all three,” Prof. Emeritus Bill MacGuire  https://t.co/w5vumC579n";
Worth reading: Half a century of dither and denial – a climate crisis timeline \| Environment \| The Guardian https://t.co/kn7tY9UK1d;
Today, I presented my agenda for #Europe to the #EUCO: ??More research and innovation ??Climate protection ??A boost for digitisation ??A fresh start on migration ??A social and competitive Europe ??A stronger Europe in the world https://t.co/etxbfvaQTv;
"""Our estimates show that at the top end, over 10 billion tonnes of CO2 (GtCO2) a year could be utilised – compared to global emissions of 40GtCO2 – for less than $100 per tonne."" https://t.co/A1ALqLtwVx";
"""When new observations of the climate system have provided more or better data, or permitted us to re-evaluate earlier conclusions, the findings for ice extent, sea level rise and ocean temperature have generally been worse than previously thought."" https://t.co/RgAdQaJVex";
Constructive and fruitful exchange with  @JuttaUrpilainen before hearings. #SustainableDevelopment #empoweringwomen #globalhealth #Climat and #biodiversity...A lot of projets for the next 5 years! Good luck for your hearing! @EP_Development @tomastobe ???? https://t.co/vykf5WInMa;
?? ?? Hope #COP25 will still be the “Blue COP” ! And #EuropeanUnion will contribute to make it blue ?? ! @EU_Commission #BecauseTheOcean @RemiParmentier @OceanAsCommon @ocean_climate https://t.co/RWHJMCx4Qi;
Les enjeux de la transition écologique au coeur de notre travail au Parlement européen. Je participe, avec @CathChabaud et @StephaneBIJOUX,  à la réunion de l’Intergroupe changement climatique, biodiversité et développement durable #ODD #parisagreement #SDG14 https://t.co/rUxOi7IbbF;
?? All over the world people want action to fight climate change. Next week the European Parliament will vote on our proposal to declare that Europe is in a state of climate and environmental emergency. We must act now! #NoPlanetB https://t.co/EuyO0UX2Re;
Why are ?@Google? and ?@amazon? funding a climate denial organization? Because the same org is devoted to destroying anti-trust laws? #TooBigToCare https://t.co/J3AaeUNUmh;
"Climate change is driving resource scarcity, migration. Changing labor markets causing econ anxiety. Racists, nativists &amp; autocrats are using to stoke fear, rising around world. Conflict brewing w rash belligerents at helm. We’re heading for calamity if voters don’t change course";
"#EU???? at #G7Summit:  Urgent &amp; essential to build unity on:  1 #DefendingDemocracy, rule of law &amp; human rights 2 Climate crisis &amp; environment 3 Stop trade wars 4 Nuclear proliferation 5 More reasons for Russia out of G7; instead invite Ukraine  #G7Biarritz  https://t.co/flqezVj4xj https://t.co/JjPf9K09Ul";
Today in Brest, the G7 Speakers’ Meeting unanimously issued an historic declaration calling for collective action to address the climate crisis and to save our oceans. #G7Parlement  Read more here: https://t.co/DtAoVF2Yvd https://t.co/uctIHKEtg7;
I’m visiting DC for @DefendDemocracy, but as former climate campaigner I’m happy to join the global #ClimateStrike over here!  Inspiring to reconnect with an energised community! ??  #FridaysForFuture #MarchWithUS https://t.co/TnR2MjUzBr;
"""How dare you continue to look away, and come here saying that you are doing enough, when the politics and solutions needed are still nowhere in sight.""  #UNGA #ClimateActionSummit #FridaysForFuture";
"With EU's ambition for #ClimateNeutralEU,  WE DON'T NEED PUTIN'S #NordStream2.  High time to #RethinkTheDeal !  ???? The Hague 26 Sep ???? Berlin 10 Oct ???? Strasbourg 22 Oct &gt;&gt; I'll be speaking here  RSVP &amp; info: https://t.co/GHByVJRgI4  #ParisAgreement #EnergyUnion #CleanEnergyEU https://t.co/Dmagno9MIL";
Anyone want to guess why a gas station run by a mafia is attacking a very successful climate protestor? https://t.co/ZQ75cgojan;
"'@LindaKWS1 @AshaRangappa_ @jenmercieca @ruthbenghiat @jgeltzer @digiphile @jasonintrator @PolygraphInfo @EUvsDisinfo @StopFakingNews @DefendDemocracy Thank you Linda; great company!  For me it all started years ago, when I was working as a digital campaigner on EU energy &amp; climate policies.  Russian propaganda &amp; (geo)political warfare played a big role -- even before the annexation of Crimea in 2014.  https://t.co/YWXDaB4OAg'";
Declaring #ClimateEmergency surely means @EP_Environment Chair @PCanfin will ensure @EmmanuelMacron stops France from blocking a @SingleSeatEU for @Europarl_EN.  Looking forward to hearing the good news soon.  #ActOnClimate #EPlenary #COP25 ??;
Published 07:28 November 4, 2019 Updated 18:30 November 3, 2019 Africa’s largest solar park provides Green energy for 1 million homes in Egypt The solar park in Egypt's Aswan desert will provide renewable energy to more than 1,000,000 homes. EBRD Print After three years of work, construction of one of the...;
Published 07:31 November 4, 2019 Updated 18:34 November 3, 2019 Commission adopts new PCI project list for a connected European energy grid Climate Action and Energy Commissioner Miguel Arias Cañete noted that Europe's energy transition is well underway, with record levels of clean and renewable energy and...;
manufacturing (360 million tonnes) and construction (900 million tonnes), while water supply and energy production generate another 95 million tonnes. The Commission stressed that this waste has a huge impact on the environment, causing pollution and greenhouse gas emissions that contribute to climate change, as...;
Print Offshore wind power will expand impressively over the next two decades, boosting efforts to decarbonise energy systems and reduce air pollution as it becomes a growing part of electricity supply, according to an International Energy Agency (IEA) report published on 25 October. Offshore wind currently...;
Our common objective is to balance our climate goals  with an ambitious industrial strategy. We have to create an environment that is favourable for entrepreneurship. We want to achieve our climate ambitions with people and with companies, not against them! #EPPZagreb #OurPlanet https://t.co/0M3VqBPiRM;
transition écologique juste. Devant les défis à relever, l’heure n’est plus aux maquignonnages: le Parlement demande un budget de 1.3% du RNB, enfin à la hauteur des enjeux. #Climatechange #MFF #EUBudget...;
"La #canicule vue par le satellite européen #Sentinel3 qui nous permet d’observer les conséquences du réchauffement climatique &amp; l’évolution des températures maximales au sol ces dernières années. #ClimateChange #Copernicus ?????? https://t.co/hS8UPllLF4";
Mais, et c’est ce que révèle cette étude systématique, aucun de ces événements #climatiques antérieurs au XXe siècle n’a affecté de façon synchrone l’ensemble du globe. #ClimateChange #Canicule   https://t.co/MTOoUIlnWg;
?? La hausse du niveau des #océans pourrait à terme entraîner le déclin des réserves de poissons, la multiplication des cyclones et le déplacement de 280 millions de personnes dans le monde. #RapportGiec #ClimateChange  https://t.co/ZQz3r0jxH6;
Retrouvez la lettre d'informations de la délégation de la gauche sociale et écologique  ? https://t.co/VYcnaQ48V4   #Brexit #UvdL #BCE #agroalimentaire #Poutine #Budget2020 #ClimateStrike #ClimateAction https://t.co/oE4SCv1NOq;
"??Climate action ?????Erasmus+  ??Solidarity on migration ??Regional development ??????????Jobs for youth   Today we pushed for the highest ever #EUbudget, with a € 3bn top-up, so Europe can deliver on our top priorities.   More from @EGardiazabal &amp; @larrouturou ??https://t.co/AshgCqeWzA";
Comdamnation de la #France: Voilà, la decision vient de tomber: la France est condamnée par la Cour européenne de justice pour la pollution de l'air. Le gouvernement français doit rendre des comptes sur sa politique environnementale https://t.co/mvXfaETJLk;
#EUBudget 2021-2027: tout se joue au #EUCO des 12 et 13 décembre pour un budget qui soutienne les aspirations des Européens notamment pour le changement climatique. #Climatechange #MFF https://t.co/FgXlyabJeg;
Nous appelons les Etats-membres à faire des propositions ambitieuses pour financer la lutte contre le changement climatique tout en assurant une transition écologique juste #Climatechange #EUCO #MFF #EUBudget;
"'@EGardiazabal @larrouturou @mmargmarques @erik_bergkvist @paolodecastro @gualminielisa @RobertBiedron ""A Green New Deal without proper money would simply be greenwashing!"" @larrouturou   Europe is still in search of €400bn to halve its gas emissions by 2030 and help curb climate change. We need fresh money, for instance through fighting tax evasion and securing own resources. https://t.co/qcyBuUNM71'";
Ce jeudi, le Parlement européen pourrait être le premier Parlement au monde à déclarer l’urgence #climatique????.  Après les mots, nous attendons les actes !  Peindre en vert nos Institutions ne suffira pas. Il en va de l'avenir de la planète. #COP25 #ClimateAction https://t.co/ulAabcumu8;
An increased budget for climate action and youth employment - not an easy task, but we managed to improve the Council's proposal.  Reaction to the #EUBudget agreement reached last night from @EGardiazabal and @larrouturou here ?? https://t.co/QTcdU3xaxX;
"""Albanie et Macédoine du Nord dans l’Union? La France et les Pays Bas ferment la porte. "" sur https://t.co/Si8HnG3whJ via @franceinter https://t.co/Si8HnG3whJ";
"Nie ma na co czeka? ws. zmian klimatu. Moja grupa polityczna S&amp;D wzywa PE do og?oszenia kryzysu klimatycznego przed szczytem #COP25Madrid. Ca?a UE musi dzia?a? razem i dawa? przyk?ad w mi?dzynarodowych negocjacjach klimatycznych poprzez konkretne dzia?ania i ?rodki.";
‘Green Deal’ supporters resist idea of splitting energy and climate portfolio – https://t.co/DX75OHiHLX https://t.co/RWQTjS2lVr;
"An important &amp; realistic analysis by @Tagliapietra_S “The gilet jaunes ???? show that only if we have popular support, will we be able to succeed on climate &amp; renewable policies in Europe” during @Bruegel_org Launch of Memos to New ???? Leadership #BAM19 #communicate #citizens https://t.co/O3h12BcLBt";
Today I had the pleasure to present at #BAM2019 the memo to the EU Commissioner on climate action and energy. The set of Memos is now available online: https://t.co/4CAy6izxy2 @Bruegel_org https://t.co/GprNNOrm1E;
"'@Tagliapietra_S If we are serious about #Climatechange we need to move beyond our borders&amp;accompany our companies. EU is responsible for some 10% of emissions and transportation emissions keep growing - need to encourage car industry to go electric @Bruegel_org #BAM19'";
'@Bruegel_org has released the memos to the new EU leadership. @GeorgZachmann and myself prepared the one for the Commissioner(s) for #climate action and #energy. Check it out here: https://t.co/d7mfCE9rBd #EuropeanGreenDeal https://t.co/rycyN8THzK';
Carbon Tracker: Oil and gas companies undermining climate goals, says our new report. “Every oil major is betting heavily against a 1.5C world and investing in projects that are contrary to the Paris goals.” https://t.co/b3glQ1ZhGo;
Fossil fuel industries need to transform or change.  - @Tagliapietra_S and @GeorgZachmann's memo to the commissioner responsible for climate action and energy https://t.co/PZucCAEjJH https://t.co/CBJkQjUPwW;
$1.8 trillion in Climate investment by 2030 concentrated in five categories—weather warning systems, infrastructure, dry-land farming, mangrove protection and water management—would yield $7.1 trillion in benefits. https://t.co/AhE0AfQv8f;
'@TimmermansEU, Executive VP for the European Green Deal, will also be Commissioner for Climate - supported by @EUClimateAction. #EuropeanGreenDeal @vonderleyen';
'@TimmermansEU will have 100 days to propose the first European Climate Law and to design and present the European Green Deal. Here the Mission letter he got from @vonderleyen:  https://t.co/bf0ojeQT8S https://t.co/GIX3kaTy5K';
"Congratulations @TimmermansEU @VSinkevicius @kadrisimson &amp; @rovanaplumb for election to roles responsible for climate and energy in the @EU_Commission. @Tagliapietra_S and @GeorgZachmann have written this memo of recommendations for your time in office &gt;&gt; https://t.co/ISw9qwdx2d https://t.co/gqstLxDpC4";
Survey underscores high levels of US scepticism on climate change https://t.co/JxCTRllRa9 via @financialtimes;
Great initiative by @TheEconomist ahead of a crucial week for global climate action @UNClimateSummit;
"The #ParisAgreement calls on nations to define pathways to a cleaner #2050. SDSN and @FEEMit will help them get there with their new report “Roadmap to 2050: A Manual for Nations to Decarbonize by Mid-Century.” Read here -&gt; https://t.co/9ORQ981UbX #RoadmapTo2050 https://t.co/xCyMB1uFsc";
"Very happy to be back at @SAISHopkins to start another exciting semester on global energy, climate &amp; environment issues! ?? ???? https://t.co/wkQva4IITK";
'@TimmermansEU: let us adopt a plan to reforest Europe, to preserve biodiversity and enhance quality of environment';
'@TimmermansEU: by end-2020 (#COP26 in Glasgow) the EU will come up with evidence that 50-55% emissions reduction target by 2030 is only way to get to carbon neutrality by 2050';
'@TimmermansEU focusing his #EuropeanGreenDeal narrative on local environment gains (#air pollution reduction, water, etc) and cost of non-action in climate change and biodiversity loss';
"The Wieser Report on future of EU development finance is finally out. Key points: 1) EU 1st donor in the world, but action is highly fragmented; 2) Climate change 1st global challenge; 3) Need for a new 'European Climate and Sustainable Development Bank' https://t.co/uN162eb4Pb https://t.co/4VHvHbOEoE";
Growing preference for SUVs challenges emissions reductions in passenger car mark https://t.co/J34kkEa6BH via @IEA;
IMF to examine climate risk to financial markets: official https://t.co/hxbR9m483m;
The NY attorney general’s office will take its case against Exxon to trial on Tuesday, arguing that it misled its shareholders and the public by misrepresenting the risks that climate change poses to the value of its oil and gas assets. https://t.co/TTO7RFp67i;
My new article with ?@NaomiOreskes? in ?@nytimes? on economic models of climate change impacts: Climate Change Will Cost Us Even More Than We Think https://t.co/W5MDF11wYC;
Chile Cancels Climate Summit in Santiago Amid Wave of Protests https://t.co/FWEuQclD8k;
'@EU_Commission should promptly propose to host #COP25 in Brussels this December. This would be a formidable way for @vonderleyen to pave the way for the #EuropeanGreenDeal and show #EU global climate leadership. @TimmermansEU @UNFCCC';
Why is there backlash against #climatechange policies, when climate change is widely accepted as a real threat?   @Tagliapietra_S speaks to the @BBCTheInquiry about the #GiletJaunes fuel tax protests, and the general unrest beyond Paris.  Tune in here: https://t.co/uawm53GGSI https://t.co/Z8bJpLRXaz;
#Coal use across space and time: highly problematic for the #climate, but important for economic prosperity. Successful global coal phase-out requires new concepts of #industrialisation. New paper @NatureEnergyJnl by @mkalkuhl @jan_c_steckel @MCC_Berlin @jrgptrs @RWI_Leibniz_en https://t.co/GcaNKH7s10;
The European Parliament today decides to call climate change what it is, a global emergency. I will take that message to #COP25 in Madrid on Monday. https://t.co/hYBB0Yc0l1 #ClimateEmergency https://t.co/I4Q1zTV6Yq;
The European Parliament declares climate emergency  https://t.co/kK35sUQGp6 via @Europarl_EN;
Declaring a climate emergency might come across as gimmick to some, but by doing so the EU can help make the crisis feel ever present in our political debate, instead of being something that continues to get worse while we argue about other issues https://t.co/lAz10s8MHt;
According to a new UN report, existing climate policy pledges are so inadequate that they correspond to about 3.2C of warming by the end of the century https://t.co/7lDfaL3zT9;
Global CO2 emissions have been driven by different regional dynamics over time. Between 1830 and 2015, the USA and Europe have been the world’s key CO2 emitters. China’s CO2 emissions impressively increased over the last decades, making it the 2nd historical emitter after the USA https://t.co/4xpE7kuKVu;
Reasons why the European Parliament must declare a climate emergency today. (A thread) https://t.co/XKkvxAtxYi;
I really enjoyed participating at a @BBCTheInquiry episode on the social dimension of climate policies, together with a founder of the Gilets Jaunes movement and other guests. Podcast now available at: https://t.co/u6BGYFwmWJ @Bruegel_org https://t.co/ZGxodhMtaJ;
"Today, Ursula Von der Leyen described climate change as an ""existential challenge"" and said that Europe ""had the duty to act and the power to lead.""  Here's how:  https://t.co/MWQOmxFraZ   A policy contribution from @GregClaeys, @Tagliapietra_S and @GeorgZachmann https://t.co/vtCBFXEb1A";
“We don’t have a moment to waste any more on fighting climate change,” von der Leyen told the assembly. “It will need massive investment.” https://t.co/vaGd0HBbl5;
UN study reveals big gap in required cuts to emissions https://t.co/XLWg4ZmP7U via @financialtimes;
'@gregclaeys The European Climate University, focused on the socio-economic and political dimensions of the energy transition. After all, what has defined that region’s (and Europe’s) history more than its coal and mineral deposits...';
A crucial issue for global #climate: #China is set to add new #coal power plants equivalent to the EU’s entire capacity. The country seeks to boost a slowing economy, ignoring emission reduction pledges.  https://t.co/uP9ri0mI9H;
We're currently encouraging applications for several #researcher positions! ??#ClimateChange #Economics and Integrated Assessment Modelling   Duties will be carried out in #Milan (Italy) in the heart of the vibrant design district (@BASE). Details here: https://t.co/VRT48C7GB8 https://t.co/NitckqfzFw;
#EuropeanGreenDeal #JustTransition;
Investing in public housing's energy efficiency is indeed a way to reduce emissions while favoring the poor rather than the rich (i.e. what economists define as progressive measure). We also push for this in our @Bruegel_org European Green Deal paper: https://t.co/7rnTqfe3LF;
Climate policies could leave behind regions that rely on the fossil-fuel industry. How should they be compensated? @gregclaeys and @Tagliapietra_S have the answers on our new Sound of Economics podcast https://t.co/FRVAGeNf70;
Teslas or Lamborghinis? This is the (climate) dilemma!;
As a Venetian, I find these images truly heartbreaking. This is what climate change is all about. This is why we should act now. https://t.co/ZGSgK3TSdb;
Even if governments fulfil all their climate pledges it will barely make a dent in carbon emissions   https://t.co/1maGjSvWpY;
"Carbon border tax could be key to implementing #EU’s #GreenDeal while sheltering industry from international rivals. But is this tax realistic? #climate #carbonprice @Europarl_EN Read &amp; listen to @DantiNicola @bricmontsaskia @Tagliapietra_S @Bruegel_org : https://t.co/jeVLoIs0RD https://t.co/DUX7Hduk9I";
Carbon border tax could key to implementing #EU’s #GreenDeal while sheltering industry from international rivals. Is this tax realistic? @Europarl_EN #climate #carbonprice #ets Read and listen to @DantiNicola, @bricmontsaskia, @Tagliapietra_S @Bruegel_org https://t.co/rgteI4cnZS;
Climate policies could leave behind regions that rely on the fossil-fuel industry. How should they be compensated? @gregclaeys and @Tagliapietra_S have the answers on our new Sound of Economics podcast https://t.co/nqEqCmhoxC;
Central banks’ mandates allow them to tackle climate change https://t.co/SBXXwaTsyd;
Africa is responsible for 2% of global emissions, but is disproportionately suffering from climate impacts. By 2040 1.2 billion people in the continent will be in areas needing cooling. Efficient cooling technologies will be key for food, health, well being. https://t.co/jfgFH7xYps;
Climate policies could leave behind regions that rely on the fossil-fuel industry. How should they be compensated? @gregclaeys and @Tagliapietra_S have the answers on our new Sound of Economics podcast https://t.co/4eFP0JLmY1;
Good op-ed by former @UN SecGen Ban Ki-moon: America’s interested are not served by #Trump’s decision to exit the #ParisAgreement https://t.co/5P0kfdXYbS;
EU eyes financial stress tests over climate risks - Dombrovskis https://t.co/2C4nIJt8MU;
A ‘green golden rule’ could make the European fiscal framework much more flexible by exempting from the fiscal rules public investment that mitigates or adapts to climate change https://t.co/nGtY4C8tTe https://t.co/YmjNZTPqCx;
My colleagues @gregclaeys @Tagliapietra_S @GeorgZachmann @Bruegel_org worked on how to make European Green Deal work. Four key elements: 1. price carbon (and that is actually complicated in EU with EU wide ETS and national taxation on 50% of emissions) https://t.co/dT0wB1JlH4;
A global group of around 11,000 scientists have endorsed research that says the world is facing a climate emergency https://t.co/SVlIpB0xsN;
Happy to release our paper on how to make the #EuropeanGreenDeal work in practice - with policy tools, funds and institutional settings we currently have. @Bruegel_org @vonderleyen @TimmermansEU @VDombrovskis @vestager;
Air pollution: a powerful driver for decarbonisation;
How central banks can tackle climate change https://t.co/MzGyrj7tmA via @financialtimes;
'@lehtote @EwaBN @vonderleyen @gregclaeys @GeorgZachmann @Bruegel_org Putting a price of €40/tonne on all EU emissions would lead to €180 billion in revenues. These can be used to subsidies innovation in industry, as well as to mitigate distributional effects. We should first of all focus on pushing CO2 price up!';
Incoming EC President @vonderleyen should scrap the idea of a #carbon border tax and favor subsidies to clean companies to create a greener future, a leading research group concluded. https://t.co/c5hePUC62K  #ClimateChange #GreenDeal @Tagliapietra_S @gregclaeys @GeorgZachmann;
"NEW \| ""EU urgently needs to reverse its climate neutrality failure"" by @TagliapietraBxl. Immediate action is necessary to ensure the #EU can become #carbon-neutral by 2050 and thus limit #globalwarming.  Read the blog post here &gt;&gt; https://t.co/2Ei2rOcI1N https://t.co/1Rmznbdl0m";
"EU urgently needs to reverse its climate neutrality failure by @TagliapietraBxl   Read more here &gt;&gt; https://t.co/dalkk19vyV https://t.co/DQRxejoewt";
The perilous politics of climate change https://t.co/H8sr53wX7z via @financialtimes;
Sul @sole24ore di oggi discuto di Europa e climate neutrality 2050. Con l'importante appuntamento dello UN climate summit di settembre alle porte, il tempo per dare un segnale forte stringe. https://t.co/pAFhc6cMGc;
EU research ‘moonshots’ focus on climate crisis – https://t.co/DX75OHiHLX https://t.co/IJsgK5abpK;
"EU urgently needs to reverse its climate neutrality failure by @TagliapietraBxl   Read more here &gt;&gt; https://t.co/wBkfIIB6yb https://t.co/WgGETL80Wt";
One climate crisis disaster happening every week, UN warns https://t.co/oazBoq5dL5;
#EU #energy and #climate policy: what key priorities for the next 5 years? Glad to present our new (truly pan-European) paper aimed at supporting the new @EU_Commission. Thanks to Ottmar Edenhofer, @GeorgZachmann, @JMGlachant, @P_Linares, @andreasloeschel. https://t.co/Nus5c3PSgu https://t.co/Y7PuHxuBRI;
Combining #industrial policy with #climate action creates a powerful policy mix, with #EU’s comparative advantage in low-carbon technologies at the heart of it, as @TagliapietraBxl @GeorgZachmann @JMGlachant @P_Linares @andreasloeschel @Bruegel_org argue: https://t.co/2ZDNSKMRkw https://t.co/nJHWvW7VoS;
Europe uses trade deals to push for climate change action https://t.co/srkJs4iYO4 via @financialtimes;
"The European Union energy transition:  key priorities for the next five years @TagliapietraBxl @GeorgZachmann @andreasloeschel @P_Linares @JMGlachant #Europe #EnergyTransition #ClimateEmergency #ClimateChange &gt;&gt;https://t.co/ukXs8R4tay https://t.co/G1nErLZlTL";
